INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182069281,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,97,,2018-08-04 14:00:00,2018,8,Saturday,14,Part One,BOSTON PL,42.35883413,-71.05807509,"(42.35883413, -71.05807509)"
I182069280,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,246,,2018-08-28 19:30:00,2018,8,Tuesday,19,Part Three,SUDAN ST,42.31668280,-71.05541001,"(42.31668280, -71.05541001)"
I182069279,03410,Towed,TOWED MOTOR VEHICLE,E13,574,,2018-08-29 10:23:00,2018,8,Wednesday,10,Part Three,MINTON ST,42.31321013,-71.10391131,"(42.31321013, -71.10391131)"
I182069278,03305,Assembly or Gathering Violations,DEMONSTRATIONS/RIOT,A1,173,,2018-08-29 09:01:00,2018,8,Wednesday,9,Part Three,SUMMER ST,42.35196671,-71.05415459,"(42.35196671, -71.05415459)"
I182069277,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,319,,2018-08-29 10:00:00,2018,8,Wednesday,10,Part Three,SONOMA ST,42.30845311,-71.08718664,"(42.30845311, -71.08718664)"
I182069276,03115,Investigate Person,INVESTIGATE PERSON,B2,257,,2018-08-29 10:33:00,2018,8,Wednesday,10,Part Three,COLUMBIA RD,42.31596900,-71.06625300,"(42.31596900, -71.06625300)"
I182069275,03410,Towed,TOWED MOTOR VEHICLE,C6,222,,2018-08-29 00:44:00,2018,8,Wednesday,0,Part Three,E SECOND ST,42.33727868,-71.03809649,"(42.33727868, -71.03809649)"
I182069274,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,402,,2018-08-28 21:30:00,2018,8,Tuesday,21,Part One,MORA ST,42.28253777,-71.07134045,"(42.28253777, -71.07134045)"
I182069272,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,503,,2018-08-29 10:43:00,2018,8,Wednesday,10,Part Three,AMERICAN LEGION HWY,42.28314714,-71.11374152,"(42.28314714, -71.11374152)"
I182069270,03410,Towed,TOWED MOTOR VEHICLE,D4,619,,2018-08-29 09:06:00,2018,8,Wednesday,9,Part Three,SYMPHONY RD,42.34295335,-71.08833139,"(42.34295335, -71.08833139)"
I182069269,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,69,,2018-08-28 21:00:00,2018,8,Tuesday,21,Part One,LIME ST,42.35722239,-71.07120320,"(42.35722239, -71.07120320)"
I182069269,01402,Vandalism,VANDALISM,A1,69,,2018-08-28 21:00:00,2018,8,Tuesday,21,Part Two,LIME ST,42.35722239,-71.07120320,"(42.35722239, -71.07120320)"
I182069269,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A1,69,,2018-08-28 21:00:00,2018,8,Tuesday,21,Part One,LIME ST,42.35722239,-71.07120320,"(42.35722239, -71.07120320)"
I182069268,03201,Property Lost,PROPERTY - LOST,D14, ,,2018-08-28 21:30:00,2018,8,Tuesday,21,Part Three,HARVARD WAY,,,"(0.00000000, 0.00000000)"
I182069265,03114,Investigate Property,INVESTIGATE PROPERTY,A1,82,,2018-08-29 10:31:00,2018,8,Wednesday,10,Part Three,COMMERCIAL ST,42.36727100,-71.05272807,"(42.36727100, -71.05272807)"
I182069265,03116,Harbor Related Incidents,HARBOR INCIDENT / VIOLATION,A1,82,,2018-08-29 10:31:00,2018,8,Wednesday,10,Part Three,COMMERCIAL ST,42.36727100,-71.05272807,"(42.36727100, -71.05272807)"
I182069264,02405,Disorderly Conduct,DISORDERLY CONDUCT,A7,24,,2018-08-29 10:07:00,2018,8,Wednesday,10,Part Two,MONMOUTH ST,42.38011766,-71.03722943,"(42.38011766, -71.03722943)"
I182069263,00619,Larceny,LARCENY ALL OTHERS,A1,108,,2018-08-29 02:00:00,2018,8,Wednesday,2,Part One,PEARL ST,42.35488211,-71.05369166,"(42.35488211, -71.05369166)"
I182069262,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,623,,2018-08-24 12:40:00,2018,8,Friday,12,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)"
I182069261,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,290,,2018-08-29 09:49:00,2018,8,Wednesday,9,Part One,TREMONT ST,42.33234913,-71.09324099,"(42.33234913, -71.09324099)"
I182069260,03410,Towed,TOWED MOTOR VEHICLE,A1,128,,2018-08-29 07:22:00,2018,8,Wednesday,7,Part Three,CORTES ST,42.34827698,-71.07038932,"(42.34827698, -71.07038932)"
I182069259,03125,Warrant Arrests,WARRANT ARREST,A1,95,,2018-08-29 08:41:00,2018,8,Wednesday,8,Part Three,STATE ST,42.35961316,-71.05195809,"(42.35961316, -71.05195809)"
I182069258,03115,Investigate Person,INVESTIGATE PERSON,E13,643,,2018-08-29 09:39:00,2018,8,Wednesday,9,Part Three,ELIOT ST,42.31306145,-71.11889393,"(42.31306145, -71.11889393)"
I182069257,03114,Investigate Property,INVESTIGATE PROPERTY,C11,366,,2018-08-29 09:42:00,2018,8,Wednesday,9,Part Three,FLORIDA ST,42.28950569,-71.05907320,"(42.28950569, -71.05907320)"
I182069256,03410,Towed,TOWED MOTOR VEHICLE,E13,578,,2018-08-29 08:36:00,2018,8,Wednesday,8,Part Three,CENTRE ST,42.32166540,-71.10997459,"(42.32166540, -71.10997459)"
I182069255,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,234,,2018-08-29 07:55:00,2018,8,Wednesday,7,Part Two,E EIGHTH ST,42.33147957,-71.03525734,"(42.33147957, -71.03525734)"
I182069255,02102,Operating Under the Influence,OPERATING UNDER THE INFLUENCE DRUGS,C6,234,,2018-08-29 07:55:00,2018,8,Wednesday,7,Part Two,E EIGHTH ST,42.33147957,-71.03525734,"(42.33147957, -71.03525734)"
I182069254,03207,Property Found,PROPERTY - FOUND,B2, ,,2018-08-25 19:00:00,2018,8,Saturday,19,Part Three,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182069253,00616,Larceny,LARCENY THEFT OF BICYCLE,D14,766,,2018-08-28 08:00:00,2018,8,Tuesday,8,Part One,FANEUIL ST,42.35439243,-71.15736384,"(42.35439243, -71.15736384)"
I182069252,01402,Vandalism,VANDALISM,D4, ,,2018-08-29 09:56:00,2018,8,Wednesday,9,Part Two,ALBANY ST,,,"(0.00000000, 0.00000000)"
I182069251,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,606,,2018-08-28 08:00:00,2018,8,Tuesday,8,Part One,PARKER HILL AVE,42.33093363,-71.10956443,"(42.33093363, -71.10956443)"
I182069250,03109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B3,456,,2018-08-29 09:17:00,2018,8,Wednesday,9,Part Three,ELLINGTON ST,42.30154555,-71.08118184,"(42.30154555, -71.08118184)"
I182069249,02905,Violations,VAL - OPERATING WITHOUT LICENSE,B2,328,,2018-08-29 09:34:00,2018,8,Wednesday,9,Part Two,BRUNSWICK ST,42.31045049,-71.07899231,"(42.31045049, -71.07899231)"
I182069249,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,328,,2018-08-29 09:34:00,2018,8,Wednesday,9,Part Three,BRUNSWICK ST,42.31045049,-71.07899231,"(42.31045049, -71.07899231)"
I182069248,00616,Larceny,LARCENY THEFT OF BICYCLE,D4,629,,2018-08-23 19:00:00,2018,8,Thursday,19,Part One,SAINT MARY'S ST,42.34489316,-71.10616171,"(42.34489316, -71.10616171)"
I182069247,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,435,,2018-08-29 08:21:00,2018,8,Wednesday,8,Part One,WENTWORTH ST,42.28712912,-71.07514543,"(42.28712912, -71.07514543)"
I182069246,03125,Warrant Arrests,WARRANT ARREST,A1,77,,2018-08-29 09:44:00,2018,8,Wednesday,9,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182069244,02647,Other,THREATS TO DO BODILY HARM,E13,510,,2018-08-29 08:49:00,2018,8,Wednesday,8,Part Two,ARBORWAY,42.30132884,-71.10963274,"(42.30132884, -71.10963274)"
I182069243,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,915,,2018-08-29 09:04:00,2018,8,Wednesday,9,Part Three,COLUMBIA RD,42.33032684,-71.04982159,"(42.33032684, -71.04982159)"
I182069242,01107,Fraud,FRAUD - IMPERSONATION,B3,443,,2018-08-29 09:39:00,2018,8,Wednesday,9,Part Two,STANDISH ST,42.29484625,-71.07892263,"(42.29484625, -71.07892263)"
I182069241,03207,Property Found,PROPERTY - FOUND,C6,186,,2018-08-29 09:38:00,2018,8,Wednesday,9,Part Three,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
I182069240,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,97,,2018-08-29 09:10:00,2018,8,Wednesday,9,Part Three,COURT SQ,42.35897432,-71.05864691,"(42.35897432, -71.05864691)"
I182069239,00613,Larceny,LARCENY SHOPLIFTING,D4,138,,2018-08-29 08:35:00,2018,8,Wednesday,8,Part One,NEWBURY ST,42.34999733,-71.08103440,"(42.34999733, -71.08103440)"
I182069238,01402,Vandalism,VANDALISM,D4,145,,2018-08-29 08:43:00,2018,8,Wednesday,8,Part Two,W NEWTON ST,42.34492261,-71.08109885,"(42.34492261, -71.08109885)"
I182069238,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,145,,2018-08-29 08:43:00,2018,8,Wednesday,8,Part Two,W NEWTON ST,42.34492261,-71.08109885,"(42.34492261, -71.08109885)"
I182069237,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,112,,2018-08-26 13:30:00,2018,8,Sunday,13,Part One,WASHINGTON ST,42.35358129,-71.06236665,"(42.35358129, -71.06236665)"
I182069236,03410,Towed,TOWED MOTOR VEHICLE,C6,226,,2018-08-29 08:43:00,2018,8,Wednesday,8,Part Three,K ST,42.33432520,-71.03739122,"(42.33432520, -71.03739122)"
I182069235,00616,Larceny,LARCENY THEFT OF BICYCLE,E18,502,,2018-08-29 08:36:00,2018,8,Wednesday,8,Part One,HYDE PARK AVE,42.28594500,-71.11870650,"(42.28594500, -71.11870650)"
I182069234,00613,Larceny,LARCENY SHOPLIFTING,B2,603,,2018-08-29 07:31:00,2018,8,Wednesday,7,Part One,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
I182069233,00724,Auto Theft,AUTO THEFT,C11,339,,2018-08-28 20:00:00,2018,8,Tuesday,20,Part One,HANCOCK ST,42.30855033,-71.05874703,"(42.30855033, -71.05874703)"
I182069231,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,139,,2018-08-28 22:00:00,2018,8,Tuesday,22,Part Three,BEACON ST,42.35084188,-71.08948944,"(42.35084188, -71.08948944)"
I182069230,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,594,,2018-08-29 07:25:00,2018,8,Wednesday,7,Part Three,HUNTINGTON AVE,42.34201850,-71.08566213,"(42.34201850, -71.08566213)"
I182069229,03115,Investigate Person,INVESTIGATE PERSON,D14,749,,2018-08-29 07:42:00,2018,8,Wednesday,7,Part Three,RESERVOIR RD,42.33098353,-71.15640644,"(42.33098353, -71.15640644)"
I182069228,03115,Investigate Person,INVESTIGATE PERSON,E13,637,,2018-08-29 08:24:00,2018,8,Wednesday,8,Part Three,CHESTNUT AVE,42.31650595,-71.10714941,"(42.31650595, -71.10714941)"
I182069227,03109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B3,410,,2018-08-29 08:05:00,2018,8,Wednesday,8,Part Three,MORTON ST,42.27449532,-71.07132307,"(42.27449532, -71.07132307)"
I182069226,03502,Missing Person Located,MISSING PERSON - LOCATED,B2,304,,2018-09-01 23:20:00,2018,9,Saturday,23,Part Three,RITCHIE ST,42.32199862,-71.09684038,"(42.32199862, -71.09684038)"
I182069225,02403,Disorderly Conduct,DISTURBING THE PEACE,D14,774,,2018-08-25 23:01:00,2018,8,Saturday,23,Part Two,SOUTH ST,42.33999850,-71.15676330,"(42.33999850, -71.15676330)"
I182069224,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E18,493,,2018-08-27 09:00:00,2018,8,Monday,9,Part Two,RIVER ST,42.26283035,-71.10809203,"(42.26283035, -71.10809203)"
I182069223,03201,Property Lost,PROPERTY - LOST,E18,498,,2018-08-29 07:51:00,2018,8,Wednesday,7,Part Three,HYDE PARK AVE,42.27380942,-71.11996035,"(42.27380942, -71.11996035)"
I182069222,00619,Larceny,LARCENY ALL OTHERS,C6,256,,2018-08-28 10:00:00,2018,8,Tuesday,10,Part One,WILLIAM T MORRISSEY BLVD,42.31928523,-71.05027167,"(42.31928523, -71.05027167)"
I182069221,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,956,,2018-08-24 00:01:00,2018,8,Friday,0,Part Two,WASHINGTON ST,42.34266946,-71.14098779,"(42.34266946, -71.14098779)"
I182069220,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,509,,2018-08-29 07:00:00,2018,8,Wednesday,7,Part Three,HYDE PARK AVE,42.29853625,-71.11447939,"(42.29853625, -71.11447939)"
I182069218,03125,Warrant Arrests,WARRANT ARREST,B2,295,,2018-08-29 06:35:00,2018,8,Wednesday,6,Part Three,DABNEY ST,42.32451689,-71.08377030,"(42.32451689, -71.08377030)"
I182069215,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,419,,2018-08-28 20:30:00,2018,8,Tuesday,20,Part One,FAIRMOUNT ST,42.27997886,-71.07684218,"(42.27997886, -71.07684218)"
I182069214,03008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,D4,130,,2018-08-29 03:58:00,2018,8,Wednesday,3,Part Three,CLARENDON ST,42.34771287,-71.07374933,"(42.34771287, -71.07374933)"
I182069212,03007,Medical Assistance,SUDDEN DEATH,E18,537,,2018-08-29 02:44:00,2018,8,Wednesday,2,Part Three,RALDNE RD,42.25654895,-71.14117280,"(42.25654895, -71.14117280)"
I182069211,03114,Investigate Property,INVESTIGATE PROPERTY,C6,936,,2018-08-29 03:27:00,2018,8,Wednesday,3,Part Three,DALESSIO CT,42.33790280,-71.05611348,"(42.33790280, -71.05611348)"
I182069210,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7, ,,2018-08-29 02:27:00,2018,8,Wednesday,2,Part Three,BOARDMAN ST,,,"(0.00000000, 0.00000000)"
I182069209,03115,Investigate Person,INVESTIGATE PERSON,B3,458,,2018-08-29 00:30:00,2018,8,Wednesday,0,Part Three,OLD RD,42.30226502,-71.08494674,"(42.30226502, -71.08494674)"
I182069208,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,352,,2018-08-29 01:45:00,2018,8,Wednesday,1,Part Two,CHARLES ST,42.29990887,-71.06424768,"(42.29990887, -71.06424768)"
I182069206,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,180,,2018-08-29 01:49:00,2018,8,Wednesday,1,Part Two,MAGAZINE ST,42.32552923,-71.07352421,"(42.32552923, -71.07352421)"
I182069206,01402,Vandalism,VANDALISM,B2,180,,2018-08-29 01:49:00,2018,8,Wednesday,1,Part Two,MAGAZINE ST,42.32552923,-71.07352421,"(42.32552923, -71.07352421)"
I182069204,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A7,907,,2018-08-29 02:30:00,2018,8,Wednesday,2,Part One,SUMNER ST,42.36996399,-71.04221810,"(42.36996399, -71.04221810)"
I182069204,02616,Other,POSSESSION OF BURGLARIOUS TOOLS,A7,907,,2018-08-29 02:30:00,2018,8,Wednesday,2,Part Two,SUMNER ST,42.36996399,-71.04221810,"(42.36996399, -71.04221810)"
I182069203,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,B2, ,,2018-08-29 02:06:00,2018,8,Wednesday,2,Part Three,HAMPDEN ST,,,"(0.00000000, 0.00000000)"
I182069202,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13,303,,2018-08-29 01:15:00,2018,8,Wednesday,1,Part Three,COLUMBUS AVE,42.31898860,-71.09839980,"(42.31898860, -71.09839980)"
I182069201,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,605,,2018-08-29 01:12:00,2018,8,Wednesday,1,Part One,PARKER HILL AVE,42.33267994,-71.10957900,"(42.33267994, -71.10957900)"
I182069200,01402,Vandalism,VANDALISM,C11,350,,2018-08-29 01:30:00,2018,8,Wednesday,1,Part Two,DORCHESTER AVE,42.30308131,-71.05945101,"(42.30308131, -71.05945101)"
I182069199,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,2018-08-29 01:32:00,2018,8,Wednesday,1,Part One,BOYLSTON ST,42.35232371,-71.06400187,"(42.35232371, -71.06400187)"
I182069198,01806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,550,,2018-08-29 00:00:00,2018,8,Wednesday,0,Part Two,CLARON ST,42.27457154,-71.13202700,"(42.27457154, -71.13202700)"
I182069198,03130,Search Warrants,SEARCH WARRANT,E18,550,,2018-08-29 00:00:00,2018,8,Wednesday,0,Part Three,CLARON ST,42.27457154,-71.13202700,"(42.27457154, -71.13202700)"
I182069197,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2,304,,2018-08-29 00:55:00,2018,8,Wednesday,0,Part Three,TOWNSEND ST,42.32005832,-71.09404899,"(42.32005832, -71.09404899)"
I182069196,00724,Auto Theft,AUTO THEFT,C11,357,,2018-08-28 23:45:00,2018,8,Tuesday,23,Part One,DAKOTA ST,42.29938509,-71.06978865,"(42.29938509, -71.06978865)"
I182069196,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,357,,2018-08-28 23:45:00,2018,8,Tuesday,23,Part Three,DAKOTA ST,42.29938509,-71.06978865,"(42.29938509, -71.06978865)"
I182069193,03114,Investigate Property,INVESTIGATE PROPERTY,C11,339,,2018-08-29 00:45:00,2018,8,Wednesday,0,Part Three,CHURCH ST,42.30856121,-71.06292491,"(42.30856121, -71.06292491)"
I182069189,03301,Verbal Disputes,VERBAL DISPUTE,B3,464,,2018-08-29 00:03:30,2018,8,Wednesday,0,Part Three,BLUE HILL AVE,42.29171816,-71.08911807,"(42.29171816, -71.08911807)"
I182069187,01510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B2, ,,2018-08-28 23:49:00,2018,8,Tuesday,23,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182069187,01402,Vandalism,VANDALISM,B2, ,,2018-08-28 23:49:00,2018,8,Tuesday,23,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182069185,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,319,,2018-08-28 23:36:00,2018,8,Tuesday,23,Part Two,MAPLE ST,42.30901919,-71.08561179,"(42.30901919, -71.08561179)"
I182069184,03501,Missing Person Reported,MISSING PERSON,B2,281,,2018-08-28 13:30:00,2018,8,Tuesday,13,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
I182069183,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11, ,,2018-08-28 23:35:00,2018,8,Tuesday,23,Part Two,BOWDOIN ST,,,"(0.00000000, 0.00000000)"
I182069181,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,691,,2018-08-28 23:14:00,2018,8,Tuesday,23,Part Three,REDLANDS RD,42.28898462,-71.15224773,"(42.28898462, -71.15224773)"
I182069180,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,944,,2018-08-28 22:42:00,2018,8,Tuesday,22,Part One,AMES WAY,42.28965805,-71.08634397,"(42.28965805, -71.08634397)"
I182069179,03208,Property Lost,PROPERTY - MISSING,C11,336,,2018-08-24 15:00:00,2018,8,Friday,15,Part Three,RICHFIELD ST,42.30801780,-71.07147771,"(42.30801780, -71.07147771)"
I182069178,03301,Verbal Disputes,VERBAL DISPUTE,B3,427,,2018-08-28 22:51:00,2018,8,Tuesday,22,Part Three,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182069178,01402,Vandalism,VANDALISM,B3,427,,2018-08-28 22:51:00,2018,8,Tuesday,22,Part Two,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182069178,02647,Other,THREATS TO DO BODILY HARM,B3,427,,2018-08-28 22:51:00,2018,8,Tuesday,22,Part Two,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182069177,03301,Verbal Disputes,VERBAL DISPUTE,B2,304,,2018-08-28 22:06:00,2018,8,Tuesday,22,Part Three,WASHINGTON ST,42.31943966,-71.09467467,"(42.31943966, -71.09467467)"
I182069176,03115,Investigate Person,INVESTIGATE PERSON,B3,908,,2018-08-28 22:29:00,2018,8,Tuesday,22,Part Three,FERMOY HEIGHTS AVE,42.29598107,-71.08976053,"(42.29598107, -71.08976053)"
I182069175,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,795,,2018-08-25 10:27:00,2018,8,Saturday,10,Part Three,CAMBRIDGE ST,42.35343384,-71.13786355,"(42.35343384, -71.13786355)"
I182069174,02648,Bomb Hoax,BOMB THREAT,D4,143,,2018-08-28 21:30:00,2018,8,Tuesday,21,Part Two,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182069173,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,914,,2018-08-28 19:55:00,2018,8,Tuesday,19,Part Two,OLD COLONY AVE,42.32557398,-71.05248130,"(42.32557398, -71.05248130)"
I182069172,03301,Verbal Disputes,VERBAL DISPUTE,B3,469,,2018-08-28 22:11:00,2018,8,Tuesday,22,Part Three,ALMONT ST,42.27666319,-71.09757173,"(42.27666319, -71.09757173)"
I182069171,03410,Towed,TOWED MOTOR VEHICLE,C6,225,,2018-08-28 21:00:00,2018,8,Tuesday,21,Part Three,H ST,42.33425145,-71.04152445,"(42.33425145, -71.04152445)"
I182069170,03114,Investigate Property,INVESTIGATE PROPERTY,A1,75,,2018-08-28 22:17:00,2018,8,Tuesday,22,Part Three,PORTLAND ST,42.36423840,-71.06165515,"(42.36423840, -71.06165515)"
I182069168,03301,Verbal Disputes,VERBAL DISPUTE,E5,747,,2018-08-28 21:31:00,2018,8,Tuesday,21,Part Three,BROOK FARM RD,42.29295406,-71.16637287,"(42.29295406, -71.16637287)"
I182069167,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,624,,2018-08-28 21:21:00,2018,8,Tuesday,21,Part Three,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I182069165,03201,Property Lost,PROPERTY - LOST,E13,572,,2018-08-28 21:50:00,2018,8,Tuesday,21,Part Three,WASHINGTON ST,42.31538436,-71.09870021,"(42.31538436, -71.09870021)"
I182069164,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A15, ,,2018-08-28 21:11:00,2018,8,Tuesday,21,Part Three,,,,"(0.00000000, 0.00000000)"
I182069163,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,563,,2018-08-28 21:24:00,2018,8,Tuesday,21,Part Three,STELLMAN RD,42.28919902,-71.12309195,"(42.28919902, -71.12309195)"
I182069162,00613,Larceny,LARCENY SHOPLIFTING,D4,146,,2018-08-28 19:48:00,2018,8,Tuesday,19,Part One,COPLEY PL,42.34800978,-71.07669760,"(42.34800978, -71.07669760)"
I182069159,03301,Verbal Disputes,VERBAL DISPUTE,B3,463,,2018-08-28 20:56:00,2018,8,Tuesday,20,Part Three,AMERICAN LEGION HWY,42.29794983,-71.08774413,"(42.29794983, -71.08774413)"
I182069156,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,67,,2018-08-28 21:00:00,2018,8,Tuesday,21,Part Three,CAMBRIDGE ST,42.36112329,-71.06577409,"(42.36112329, -71.06577409)"
I182069154,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,319,,2018-08-28 20:11:00,2018,8,Tuesday,20,Part One,CHENEY ST,42.30970016,-71.08582414,"(42.30970016, -71.08582414)"
I182069154,03301,Verbal Disputes,VERBAL DISPUTE,B2,319,,2018-08-28 20:11:00,2018,8,Tuesday,20,Part Three,CHENEY ST,42.30970016,-71.08582414,"(42.30970016, -71.08582414)"
I182069154,02629,Harassment,HARASSMENT,B2,319,,2018-08-28 20:11:00,2018,8,Tuesday,20,Part Two,CHENEY ST,42.30970016,-71.08582414,"(42.30970016, -71.08582414)"
I182069153,03301,Verbal Disputes,VERBAL DISPUTE,B3,421,,2018-08-28 20:33:00,2018,8,Tuesday,20,Part Three,VIOLET ST,42.27490974,-71.08944957,"(42.27490974, -71.08944957)"
I182069152,03115,Investigate Person,INVESTIGATE PERSON,C11,370,,2018-08-28 20:33:00,2018,8,Tuesday,20,Part Three,WILLIAM T MORRISSEY BLVD,42.29681643,-71.04853785,"(42.29681643, -71.04853785)"
I182069151,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,68,,2018-08-28 17:30:00,2018,8,Tuesday,17,Part Two,BOWDOIN ST,42.36038173,-71.06285769,"(42.36038173, -71.06285769)"
I182069150,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,794,,2018-08-26 22:10:00,2018,8,Sunday,22,Part Three,HARVARD AVE,42.35204779,-71.13180684,"(42.35204779, -71.13180684)"
I182069149,03114,Investigate Property,INVESTIGATE PROPERTY,C6,223,,2018-08-28 20:11:00,2018,8,Tuesday,20,Part Three,E SECOND ST,42.33741996,-71.02962765,"(42.33741996, -71.02962765)"
I182069148,02647,Other,THREATS TO DO BODILY HARM,D4,152,,2018-08-28 20:34:00,2018,8,Tuesday,20,Part Two,TREMONT ST,42.34299572,-71.07344065,"(42.34299572, -71.07344065)"
